1.029974472779188632e+00,1.027651754847579202e+00,9.707681841285850100e-01,1.021339095428082766e+00,9.703494543493493829e-01,1.030032675133864650e+00,1.028972258010031338e+00,9.707515386959180148e-01,1.030043704591754761e+00,1.030019903642402257e+00
1.028789197077489836e+00,1.029958668290227308e+00,1.030022503746531148e+00,1.028674506254269483e+00,1.029183358381706048e+00,1.028083994560482939e+00,1.028811266975796501e+00,1.030026524802405863e+00,1.029972953391228296e+00,1.029517573642392936e+00
1.030014130602684652e+00,1.030026044220978987e+00,1.027516968991523560e+00,9.702115562095128265e-01,9.710008193572565727e-01,9.706186714440661056e-01,9.709321385366144197e-01,9.925953456272231801e-01,1.030027257700106169e+00,1.030041012517318055e+00
1.029982391632393357e+00,1.029971931402263952e+00,1.030048290977910286e+00,1.028565006754572186e+00,1.030018587607691272e+00,1.028539154891134455e+00,1.028424731713460494e+00,1.030042632088918220e+00,1.029933950249045882e+00,1.029906754358472565e+00
1.029345492115569805e+00,1.030031432869220831e+00,1.030026460306381342e+00,9.741603866533942169e-01,9.712160116939460019e-01,9.715795153820218077e-01,9.739846365853332966e-01,1.030047975069856570e+00,1.030045533774732069e+00,1.028997572028338192e+00
1.029747643966186121e+00,1.029953034591951200e+00,1.030037375887409956e+00,9.701460388044920169e-01,1.030034519529597015e+00,1.029808254259315881e+00,1.020488158491061892e+00,1.030011852254641758e+00,1.029976752238607185e+00,1.029451749405192240e+00
1.029713708873464029e+00,1.029960769085946692e+00,1.030002186052127344e+00,9.878646466477394306e-01,9.844634558931429913e-01,1.028576226830768103e+00,9.980291731791292031e-01,1.030033204033776739e+00,1.030045098296311634e+00,1.029967552000992770e+00
1.030040675498760994e+00,1.029790716559113140e+00,1.029915082005023130e+00,9.704538182168768179e-01,1.029950928493687634e+00,1.028673609781190157e+00,1.029359372072750523e+00,1.030036345137494980e+00,1.029809393699318898e+00,1.029689863901323443e+00
9.707739833428132847e-01,1.029946983917565229e+00,1.030003346373748574e+00,9.733404371511601427e-01,1.027000809212098353e+00,1.029787211868071317e+00,9.790706565316502630e-01,1.030048215984540105e+00,1.029898471278249517e+00,1.029577799035455543e+00
1.029919356267642749e+00,1.029484904073213469e+00,9.701763975986463784e-01,9.755149629260420063e-01,9.699958529660397399e-01,1.029792538654495715e+00,1.029428414787372237e+00,9.777190515015494743e-01,1.029777677183505435e+00,1.030009030203471676e+00
