9.006536376627056750e-01,7.295592519553144584e-01,9.157945534964226919e-01,6.062954816491239463e-01,2.034448618347975731e-28,4.762962963026042341e-23,9.008299570251798727e-01,9.725790671632352780e-01,9.675317269018501865e-01,-7.312657514407245026e-23
8.116597787270453113e-01,8.036332036621782949e-29,-3.773699634785242507e-01,9.285505396567819703e-03,9.835508623971389586e-01,5.751177143608151298e-17,-1.636202766198573455e-16,-2.794150870536297748e-21,4.535165180169486998e-01,8.715010648505211802e-03
9.940480858331434133e-01,3.634479362479468567e-01,1.109248942355569104e-02,8.773236492740070780e-01,8.152617083188651304e-01,-1.866509922149221385e-27,-1.746855246062479957e-18,-1.631512448582544961e-01,4.275046454435227350e-02,1.008539985394777627e+00
1.371226004340623178e-10,1.480696356534583582e-04,3.985134996890089189e-07,4.662286179569042899e-01,3.181149805872012792e-01,5.331457070414793442e-01,6.212984834867609774e-01,1.760451114833392061e-01,1.501045088239928499e-03,9.801827315467477320e-01
3.456258797022109253e-01,3.555950583062101350e-10,-6.370506296065703617e-10,5.532769471875645939e-01,9.198451518547833862e-04,1.016003612666700251e+00,3.035929486141492051e-01,4.302126693809542520e-09,6.570456077342866630e-01,8.749165399124458897e-01
7.019778182298117564e-01,-1.707763714632011542e-01,3.344296831103785728e-01,6.603767678112342245e-10,7.274070516154329535e-01,7.370859320129314884e-01,4.920469746712255454e-01,7.884989914038725151e-03,2.288289847698589952e-01,1.002688793407317425e+00
2.548759783184034973e-27,8.058944776307724878e-01,9.925918095302137534e-01,-6.193802565917360024e-28,4.545650594085344220e-01,-9.215227486114987688e-23,3.013150576360340560e-01,9.546849037026913232e-01,5.196328312236450087e-01,8.626188430289843945e-02
3.471609375529803865e-01,9.184527950139731445e-01,3.282481891316385569e-01,1.621801245102194311e-01,5.836211514069805650e-01,1.096053042347944623e-01,3.220639941528383732e-01,4.365423015860262108e-03,9.868623829296029326e-01,7.502961892504452779e-01
1.009266606411397982e+00,6.767639041180056880e-01,-2.336155257435038191e-20,2.522510433305885647e-02,6.934508646531590825e-01,6.705436312848239711e-01,1.904100710167610233e-01,6.960822212775468100e-25,7.344360774783869061e-01,1.078809910250941417e+00
-9.734620548921557592e-01,1.008491863761836971e+00,8.591835579644850895e-01,2.779584015580729066e-29,-3.006218767012916043e-30,-2.262659632475371048e-30,1.287738021884122350e-27,7.541381117475212115e-01,9.600180433211076281e-01,2.162017297197298294e-06
